country,region,year,"Agriculture, value added (% of GDP)",Agricultural land (% of land area),CO2 emissions (kg per 2005 PPP $ of GDP),Forest area (sq. km),"Proportion of the population using improved drinking water sources, total",Sulfur Emission per person (kg/year),Total sulfur emission (kilotonnes/year),Agricultural water withdrawal as % of total water withdrawal (%),Forest coverage (%),Forest land (ha),Forest plantation area (ha),"Proportion of the population using improved drinking water sources, rural","Proportion of the population using improved drinking water sources, urban",Industrial water withdrawal as % of total water withdrawal (%),Municipal water withdrawal as % of total withdrawal (%),Municipal water withdrawal per capita (m3/inhab/yr),Primary forest land (ha),Total water withdrawal per capita (m3/inhab/yr),Total water withdrawal (summed by sector) (10^9 m3/yr),Water resources: total internal renewable per capita (m3/inhab/yr),Water resources: total renewable per capita (actual) (m3/inhab/yr),Wood products removal (m3),Surface area (sq. km)
Cote d'Ivoire,Western Africa,2006,22.924306,63.679245,0.236189964,NA,79,NA,NA,NA,NA,NA,NA,68,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,322460
Cote d'Ivoire,Western Africa,2007,23.853683,63.836478,0.207639827,NA,79,NA,NA,NA,NA,NA,NA,68,91,NA,NA,NA,NA,NA,NA,4062.497,4289.836,NA,322460
Cote d'Ivoire,Western Africa,2008,24.97848,63.836478,0.222958423,NA,79,NA,NA,NA,NA,NA,NA,68,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,322460
Cote d'Ivoire,Western Africa,2009,24.658088,63.836478,NA,NA,79,NA,NA,NA,NA,NA,NA,68,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,322460
Cote d'Ivoire,Western Africa,2010,22.803911,NA,NA,104030,80,NA,NA,NA,NA,NA,NA,68,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,322460
Cote d'Ivoire,Western Africa,2011,24.314261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1850,NA,NA,NA,NA,NA,0.004256075,1.33767779836003e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1851,NA,NA,NA,NA,NA,0.004217687,1.33767766326977e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1852,NA,NA,NA,NA,NA,0.008363383,2.6764471462543e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1853,NA,NA,NA,NA,NA,0.01243839,4.0161099362782e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1854,NA,NA,NA,NA,NA,0.01644486,5.35676528967916e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1855,NA,NA,NA,NA,NA,0.02038461,6.69841320645718e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1856,NA,NA,NA,NA,NA,0.02425934,8.04105368661227e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1857,NA,NA,NA,NA,NA,0.02807103,9.38478598648213e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1858,NA,NA,NA,NA,NA,0.0318207,0.00107294115933913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1859,NA,NA,NA,NA,NA,0.0355102,0.00120750297636776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1860,NA,NA,NA,NA,NA,0.03914103,0.0013421640497341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1861,NA,NA,NA,NA,NA,0.0771622,0.00266800043191548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1862,NA,NA,NA,NA,NA,0.1145622,0.00399393607043457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1863,NA,NA,NA,NA,NA,0.1513564,0.00531997096529138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1864,NA,NA,NA,NA,NA,0.1875592,0.00664610511648588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1865,NA,NA,NA,NA,NA,0.223185,0.00797233852401809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1866,NA,NA,NA,NA,NA,0.2582474,0.00929867118788801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1867,NA,NA,NA,NA,NA,0.2927599,0.0106251031080956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1868,NA,NA,NA,NA,NA,0.3267353,0.011951634284641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1869,NA,NA,NA,NA,NA,0.3601861,0.013278264717524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1870,NA,NA,NA,NA,NA,0.3931244,0.0146049944067447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1871,NA,NA,NA,NA,NA,0.425562,0.0159318233523032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1872,NA,NA,NA,NA,NA,0.4589512,0.0173131094969737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1873,NA,NA,NA,NA,NA,0.4918417,0.0186945382562051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1874,NA,NA,NA,NA,NA,0.5242444,0.0200761093633673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1875,NA,NA,NA,NA,NA,0.5561701,0.0214578129297391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1876,NA,NA,NA,NA,NA,0.5876298,0.022839668999393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1877,NA,NA,NA,NA,NA,0.6186334,0.0242216674169777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1878,NA,NA,NA,NA,NA,0.6491909,0.0256038081824931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1879,NA,NA,NA,NA,NA,0.6793116,0.0269860816738484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1880,NA,NA,NA,NA,NA,0.7090054,0.0283685074018556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1881,NA,NA,NA,NA,NA,0.7971752,0.03212436854224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1882,NA,NA,NA,NA,NA,0.7379082,0.0299471297473481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1883,NA,NA,NA,NA,NA,0.7375441,0.0301433362535545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1884,NA,NA,NA,NA,NA,0.7371885,0.0303396853743218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1885,NA,NA,NA,NA,NA,0.8055624,0.0333841183650044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1886,NA,NA,NA,NA,NA,0.8730025,0.0364287038589691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1887,NA,NA,NA,NA,NA,0.9395277,0.0394734317008646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1888,NA,NA,NA,NA,NA,1.00835,0.0426533919762934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1889,NA,NA,NA,NA,NA,1.113359,0.0474137616753358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1890,NA,NA,NA,NA,NA,1.16915,0.0501241739962649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1891,NA,NA,NA,NA,NA,0.9783743,0.0422250404185397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1892,NA,NA,NA,NA,NA,1.254025,0.0544804200413357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1893,NA,NA,NA,NA,NA,1.088198,0.0475874326257716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1894,NA,NA,NA,NA,NA,1.343979,0.0591573339134573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1895,NA,NA,NA,NA,NA,1.178834,0.052225442192028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1896,NA,NA,NA,NA,NA,1.317299,0.0587366282141717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1897,NA,NA,NA,NA,NA,1.474923,0.0661867914990265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1898,NA,NA,NA,NA,NA,1.515432,0.0684381319453025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1899,NA,NA,NA,NA,NA,1.519035,0.0690353608943985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1900,NA,NA,NA,NA,NA,1.803587,0.0824833017242073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1901,NA,NA,NA,NA,NA,1.952215,0.0898389699398073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1902,NA,NA,NA,NA,NA,1.0227,0.0473561783763355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1903,NA,NA,NA,NA,NA,1.112861,0.0518494449347028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1904,NA,NA,NA,NA,NA,1.313554,0.0615757149022288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1905,NA,NA,NA,NA,NA,1.41808,0.0668812379010651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1906,NA,NA,NA,NA,NA,1.377975,0.0653839568534874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1907,NA,NA,NA,NA,NA,1.483422,0.0708116747385806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1908,NA,NA,NA,NA,NA,1.933482,0.0928485345977736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1909,NA,NA,NA,NA,NA,1.76167,0.08510185431958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1910,NA,NA,NA,NA,NA,2.089636,0.101542786967867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1911,NA,NA,NA,NA,NA,1.805234,0.0882391306982903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1912,NA,NA,NA,NA,NA,2.056212,0.101095034079655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1913,NA,NA,NA,NA,NA,2.336286,0.11553336596805901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1914,NA,NA,NA,NA,NA,2.510868,0.124885001241488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1915,NA,NA,NA,NA,NA,2.854492,0.142792684316385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1916,NA,NA,NA,NA,NA,3.121439,0.157039299000165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1917,NA,NA,NA,NA,NA,2.665792,0.134878324037688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1918,NA,NA,NA,NA,NA,2.845386,0.14477899623392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1919,NA,NA,NA,NA,NA,3.095831,0.15840778989234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1920,NA,NA,NA,NA,NA,3.230574,0.16622647364514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1921,NA,NA,NA,NA,NA,4.407485,0.228044228978636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1922,NA,NA,NA,NA,NA,4.518146,0.235062289432876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1923,NA,NA,NA,NA,NA,5.505151,0.287987330547531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1924,NA,NA,NA,NA,NA,5.77754,0.303889380817162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1925,NA,NA,NA,NA,NA,5.694152,0.301132163691247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1926,NA,NA,NA,NA,NA,5.561478,0.295706698385974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1927,NA,NA,NA,NA,NA,6.048699,0.323342785740443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1928,NA,NA,NA,NA,NA,6.242421,0.335484245951932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1929,NA,NA,NA,NA,NA,6.9850390000000004,0.377392643424681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1930,NA,NA,NA,NA,NA,7.564655,0.410872503540273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1931,NA,NA,NA,NA,NA,6.202461,0.338659510560766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1932,NA,NA,NA,NA,NA,5.144678,0.28237537293748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1933,NA,NA,NA,NA,NA,6.176281,0.340763648428355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1934,NA,NA,NA,NA,NA,7.415483,0.411255368254392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1935,NA,NA,NA,NA,NA,7.906245,0.440734251890274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1936,NA,NA,NA,NA,NA,8.158022,0.457103232477355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1937,NA,NA,NA,NA,NA,10.34122,0.582388813178776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1938,NA,NA,NA,NA,NA,9.887893,0.559687009512272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1939,NA,NA,NA,NA,NA,10.47951,0.596172366765203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1940,NA,NA,NA,NA,NA,9.694173,0.554268086922979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1941,NA,NA,NA,NA,NA,9.946635,0.571548010013279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1942,NA,NA,NA,NA,NA,10.08957,0.58264752248221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1943,NA,NA,NA,NA,NA,10.07124,0.584469845131281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1944,NA,NA,NA,NA,NA,9.736195,0.567811280626967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1945,NA,NA,NA,NA,NA,9.606706,0.563007665791718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1946,NA,NA,NA,NA,NA,9.261938,0.545451798887531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1947,NA,NA,NA,NA,NA,9.740057,0.57639529582243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1948,NA,NA,NA,NA,NA,11.27929,0.670710341604663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1949,NA,NA,NA,NA,NA,11.62058,0.694328858565479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1950,NA,NA,NA,NA,NA,12.08746,0.725682891591256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1951,NA,NA,NA,NA,NA,11.74053,0.72288802706607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1952,NA,NA,NA,NA,NA,12.6034,0.795892244014023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1953,NA,NA,NA,NA,NA,12.85577,0.832642248170841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1954,NA,NA,NA,NA,NA,12.87712,0.855439759139882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1955,NA,NA,NA,NA,NA,13.25472,0.903136528968992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1956,NA,NA,NA,NA,NA,14.25483,0.996298747520555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1957,NA,NA,NA,NA,NA,14.18442,1.01916450529749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1958,NA,NA,NA,NA,NA,14.07504,1.04135555240767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1959,NA,NA,NA,NA,NA,14.24097,1.08479137308521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1960,NA,NA,NA,NA,NA,12.83255,1.00628968751127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1961,NA,56.125971,NA,NA,NA,12.58215,1.05580555289637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1962,NA,56.125971,NA,NA,NA,12.21578,1.09817405742553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3136.86,3136.86,NA,23200
Djibouti,Eastern Africa,1963,NA,56.125971,NA,NA,NA,11.02786,1.06282105496953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1964,NA,56.125971,NA,NA,NA,11.70704,1.20996958866239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1965,NA,56.125971,NA,NA,NA,11.90441,1.31948472323325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1966,NA,56.125971,NA,NA,NA,11.04496,1.31309167913064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1967,NA,56.125971,NA,NA,NA,10.00538,1.27685674432337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2251.84,2251.84,NA,23200
Djibouti,Eastern Africa,1968,NA,56.125971,NA,NA,NA,10.03817,1.37570084846511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1969,NA,56.125971,NA,NA,NA,9.108195,1.34055329813242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1970,NA,56.125971,NA,NA,NA,8.927605,1.41086520349991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1971,NA,56.125971,NA,NA,NA,8.671629,1.46203666423449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1972,NA,56.125971,NA,NA,NA,8.317138,1.4875034845102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652.25,1652.25,NA,23200
Djibouti,Eastern Africa,1973,NA,56.125971,NA,NA,NA,8.542382,1.61237461091115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1974,NA,56.125971,NA,NA,NA,8.654624,1.71603018111142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1975,NA,56.125971,NA,NA,NA,7.467192,1.55286978091834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1976,NA,56.125971,NA,NA,NA,7.007092,1.52207351908199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1977,NA,56.125971,NA,NA,NA,7.160005,1.63745023746414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110.43,1110.43,NA,23200
Djibouti,Eastern Africa,1978,NA,56.125971,NA,NA,NA,6.573179,1.62937933984782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1979,NA,56.125971,NA,NA,NA,6.446906,1.69817319295787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1980,NA,56.125971,NA,NA,NA,6.338336,1.76934019720936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1981,NA,56.125971,NA,NA,NA,6.153634,1.80707007645428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1982,NA,56.125971,NA,NA,NA,5.762805,1.76336647962858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824.86,824.86,NA,23200
Djibouti,Eastern Africa,1983,NA,56.125971,NA,NA,NA,5.498759,1.7382840492345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1984,NA,56.125971,NA,NA,NA,6.057673,1.75327826120595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1985,NA,56.125971,NA,NA,NA,5.934336,1.75979167758696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1986,NA,56.125971,NA,NA,NA,5.794259,1.76004079355184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200
Djibouti,Eastern Africa,1987,NA,56.125971,NA,NA,NA,5.790798,1.80108298121955,87.5,NA,NA,NA,NA,NA,NA,12.5,2.15907,NA,17.27257,0.008,647.72,647.72,NA,23200
