country,region,year,"Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male",Primary school completion (% of girls),"Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Expenditure per student, tertiary (% of GDP per capita)",Youth (15-24) literacy rate (%). Female,Youth (15-24) literacy rate (%). Male,Youth (15-24) literacy rate (%). Total,Adult (15+) literacy rate (%). Male,Adult (15+) literacy rate (%). Total,Ratio of girls to boys in primary and secondary education (%),Education aid (% of total aid),Ratio of young literate females to males (% ages 15-24),Mean years in school (men 25 years old and older),Mean year in School (between 28 and 34 years old ),"Mean years in school (Women of reproductive age, from 15 to 44 years old)",Mean years in school (women 25 and older),Mean years in school (between 25 and 34 years old),Mean years in school ( women aged 25 to 34 as % men of same age)
Egypt,Northern Africa,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,9.9,7.8,5.2,8.3,84.6938775510204
Egypt,Northern Africa,2009,193102,177918,15184,96.72455,100.19194,98.49484,NA,NA,NA,NA,NA,NA,NA,NA,95.793,NA,NA,7.9,10,8,5.3,8.4,85.7142857142857
Egypt,Northern Africa,2010,644717,NA,NA,NA,NA,NA,NA,NA,NA,84.3069262238721,90.5576316904434,87.5096361480589,80.2686503118031,72.0478526521968,89.831,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1792580785138,91.45669655404,88.3957783844246,80.9739354518869,72.9567194486944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,4.2,1.6,0.9,1.8,47.3684210526316
Equatorial Guinea,Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.819,NA,NA,2.8,4.4,1.7,0.9,1.9,47.5
Equatorial Guinea,Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,4.5,1.8,1,2,47.6190476190476
Equatorial Guinea,Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.7,1.9,1,2.1,48.8372093023256
Equatorial Guinea,Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,4.9,2,1,2.2,48.8888888888889
Equatorial Guinea,Middle Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5.1,2.1,1.1,2.3,48.936170212766
Equatorial Guinea,Middle Africa,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,5.2,2.2,1.2,2.4,50
Equatorial Guinea,Middle Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5.4,2.3,1.2,2.5,50
Equatorial Guinea,Middle Africa,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,5.6,2.4,1.3,2.6,50
Equatorial Guinea,Middle Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,5.7,2.5,1.3,2.7,50.9433962264151
Equatorial Guinea,Middle Africa,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,5.9,2.6,1.4,2.8,50.9090909090909
Equatorial Guinea,Middle Africa,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2.7,1.5,2.9,50.8771929824561
Equatorial Guinea,Middle Africa,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,6.2,2.8,1.5,3.1,52.5423728813559
Equatorial Guinea,Middle Africa,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.4,3,1.6,3.2,53.3333333333333
Equatorial Guinea,Middle Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,6.5,3.1,1.7,3.3,53.2258064516129
Equatorial Guinea,Middle Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.6,3.2,1.8,3.5,54.6875
Equatorial Guinea,Middle Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,6.8,3.4,1.9,3.6,55.3846153846154
Equatorial Guinea,Middle Africa,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.9,3.5,1.9,3.7,56.0606060606061
Equatorial Guinea,Middle Africa,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3.6,2,3.9,58.2089552238806
Equatorial Guinea,Middle Africa,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,7.1,3.7,2.1,4,58.8235294117647
Equatorial Guinea,Middle Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,7.1,3.9,2.2,4.1,59.4202898550724
Equatorial Guinea,Middle Africa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,7.2,4,2.3,4.2,60
Equatorial Guinea,Middle Africa,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.3,4.1,2.4,4.4,61.9718309859155
Equatorial Guinea,Middle Africa,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.671,NA,NA,5.6,7.4,4.2,2.5,4.5,62.5
Equatorial Guinea,Middle Africa,1994,9651,5088,4563,50,56.35088,53.1721,NA,NA,NA,NA,NA,NA,NA,NA,86.589,NA,NA,5.8,7.5,4.4,2.6,4.6,63.013698630137
Equatorial Guinea,Middle Africa,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,7.6,4.5,2.7,4.7,63.5135135135135
Equatorial Guinea,Middle Africa,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.6,4.6,2.8,4.9,65.3333333333333
Equatorial Guinea,Middle Africa,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,7.7,4.8,2.9,5,66.6666666666667
Equatorial Guinea,Middle Africa,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,7.8,4.9,3,5.1,67.1052631578947
Equatorial Guinea,Middle Africa,1999,NA,NA,NA,44.3604,64.86486,54.61952,NA,NA,NA,NA,NA,NA,NA,NA,67.983,NA,NA,6.4,7.9,5,3.2,5.2,67.5324675324675
Equatorial Guinea,Middle Africa,2e3,18796,NA,NA,NA,NA,NA,NA,NA,NA,96.6242390702822,97.6079043161727,97.1313672922252,94.8426107060288,88.3083011062146,81.335,NA,100.154260749263,6.6,8,5.2,3.3,5.4,69.2307692307692
Equatorial Guinea,Middle Africa,2001,16725,10178,6547,NA,NA,NA,1.06594,2.85578,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,8.1,5.3,3.4,5.5,69.620253164557
Equatorial Guinea,Middle Africa,2002,18578,11352,7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.841,NA,NA,6.8,8.1,5.4,3.5,5.6,70.8860759493671
Equatorial Guinea,Middle Africa,2003,20025,11364,8661,31.66522,44.90681,38.29895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.2,5.6,3.7,5.7,71.25
Equatorial Guinea,Middle Africa,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,8.3,5.7,3.8,5.8,71.6049382716049
Equatorial Guinea,Middle Africa,2005,NA,NA,NA,45.84607,48.31927,47.08533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,8.3,5.8,3.9,6,73.1707317073171
Equatorial Guinea,Middle Africa,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,8.4,5.9,4.1,6.1,74.390243902439
Equatorial Guinea,Middle Africa,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,8.5,6.1,4.2,6.2,74.6987951807229
Equatorial Guinea,Middle Africa,2008,41802,21182,20620,44.1433,47.29892,45.72575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,8.5,6.2,4.4,6.3,75
Equatorial Guinea,Middle Africa,2009,42609,21455,21154,48.14766,50.07862,49.11612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.52238200049,7.7,8.6,6.3,4.5,6.4,76.1904761904762
Equatorial Guinea,Middle Africa,2010,42930,21512,21418,52.52172,52.19575,52.35819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,2011,41025,20492,20533,52.15561,51.26678,51.70967,NA,NA,NA,98.40987,97.71325,98.05908,97.14473,94.22589,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.2,0.4,0.2,0.3,30
Eritrea,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.2,0.5,0.2,0.3,27.2727272727273
Eritrea,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.3,0.5,0.2,0.4,33.3333333333333
Eritrea,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.4,0.5,0.2,0.4,33.3333333333333
Eritrea,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.5,0.6,0.2,0.4,30.7692307692308
Eritrea,Eastern Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.6,0.6,0.2,0.5,35.7142857142857
Eritrea,Eastern Africa,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.7,0.7,0.2,0.5,33.3333333333333
Eritrea,Eastern Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.8,0.7,0.3,0.6,37.5
Eritrea,Eastern Africa,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.9,0.8,0.3,0.6,35.2941176470588
Eritrea,Eastern Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2,0.8,0.3,0.7,38.8888888888889
Eritrea,Eastern Africa,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.1,0.9,0.3,0.7,36.8421052631579
Eritrea,Eastern Africa,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.2,1,0.3,0.8,40
Eritrea,Eastern Africa,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.3,1.1,0.4,0.9,42.8571428571429
Eritrea,Eastern Africa,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.5,1.1,0.4,0.9,39.1304347826087
Eritrea,Eastern Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.6,1.2,0.4,1,41.6666666666667
Eritrea,Eastern Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.7,1.3,0.5,1.1,44
Eritrea,Eastern Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.8,1.4,0.5,1.2,46.1538461538462
Eritrea,Eastern Africa,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.9,1.4,0.5,1.2,44.4444444444444
Eritrea,Eastern Africa,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.1,1.5,0.6,1.3,44.8275862068966
Eritrea,Eastern Africa,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3.2,1.6,0.6,1.4,46.6666666666667
Eritrea,Eastern Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.3,1.7,0.7,1.5,48.3870967741935
Eritrea,Eastern Africa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.5,1.8,0.7,1.6,48.4848484848485
Eritrea,Eastern Africa,1992,361344,183577,177767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3.6,1.9,0.8,1.7,50
Eritrea,Eastern Africa,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.128,NA,NA,2.1,3.7,2,0.8,1.8,50
Eritrea,Eastern Africa,1994,339426,174157,165269,15.81663,21.3401,18.56373,NA,NA,NA,NA,NA,NA,NA,NA,78.418,NA,NA,2.2,3.9,2.1,0.9,1.9,51.3513513513514
Eritrea,Eastern Africa,1995,339090,174098,164992,20.29797,27.78714,24.00824,NA,NA,NA,NA,NA,NA,NA,NA,78.01,NA,NA,2.3,4,2.2,0.9,2.1,53.8461538461538
Eritrea,Eastern Africa,1996,342232,175297,166935,26.13232,39.76488,32.88701,NA,NA,NA,NA,NA,NA,NA,NA,78.892,NA,NA,2.4,4.2,2.3,1,2.2,55
Eritrea,Eastern Africa,1997,347286,177882,169404,28.73741,43.41667,36.02542,NA,NA,NA,NA,NA,NA,NA,NA,78.695,NA,NA,2.5,4.3,2.5,1.1,2.3,54.7619047619048
Eritrea,Eastern Africa,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,4.5,2.6,1.1,2.4,55.8139534883721
Eritrea,Eastern Africa,1999,337649,174807,162842,29.92725,38.36736,34.13514,NA,NA,NA,NA,NA,NA,NA,NA,77.649,NA,NA,2.7,4.6,2.7,1.2,2.6,57.7777777777778
Eritrea,Eastern Africa,2e3,320841,167193,153648,32.49855,39.98473,36.23885,NA,NA,NA,NA,NA,NA,NA,NA,77.294,NA,NA,2.8,4.8,2.8,1.3,2.7,58.695652173913
Eritrea,Eastern Africa,2001,320582,167563,153019,33.39987,39.7489,36.57563,14.99741,37.3865,430.82275,NA,NA,NA,NA,NA,77.861,NA,NA,2.9,5,2.9,1.3,2.8,58.3333333333333
Eritrea,Eastern Africa,2002,303128,160563,142565,30.26164,40.36401,35.31637,11.90873,35.0593,408.79455,69.4833976833977,86.2532221379833,77.9452945677123,65.390123187981,52.5139512491258,74.378,NA,80.5574516071344,3.1,5.1,3.1,1.4,3,61.2244897959184
Eritrea,Eastern Africa,2003,288309,153925,134384,32.35856,45.02812,38.70203,9.76299,24.32842,617.32956,NA,NA,NA,NA,NA,74.824,NA,NA,3.2,5.3,3.2,1.5,3.1,60.7843137254902
Eritrea,Eastern Africa,2004,283673,152172,131501,34.96545,52.0437,43.52491,8.36462,14.77652,940.49337,NA,NA,NA,NA,NA,70.733,NA,NA,3.3,5.4,3.3,1.6,3.3,63.4615384615385
Eritrea,Eastern Africa,2005,283944,151957,131987,44.22328,58.5964,51.43445,NA,NA,NA,NA,NA,NA,NA,NA,71.783,NA,NA,3.4,5.6,3.4,1.7,3.4,62.962962962963
Eritrea,Eastern Africa,2006,295073,156125,138948,41.85209,56.33664,49.126,NA,NA,NA,NA,NA,NA,NA,NA,72.107,NA,NA,3.5,5.8,3.6,1.8,3.6,65.4545454545454
Eritrea,Eastern Africa,2007,329585,171720,157865,41.15218,52.72595,46.96727,NA,NA,NA,NA,NA,NA,NA,NA,77.853,NA,NA,3.7,5.9,3.7,1.9,3.7,64.9122807017544
Eritrea,Eastern Africa,2008,358173,185916,172257,41.32332,51.67466,46.52775,NA,NA,NA,NA,NA,NA,NA,NA,77.315,NA,NA,3.8,6.1,3.8,2,3.9,67.2413793103448
Eritrea,Eastern Africa,2009,389035,200490,188545,43.04275,52.14673,47.62362,NA,NA,NA,NA,NA,NA,NA,NA,77.424,NA,93.6374093958032,3.9,6.2,4,2.1,4,67.7966101694915
Eritrea,Eastern Africa,2010,417646,214616,203030,36.37015,43.23088,39.82491,NA,NA,NA,NA,NA,NA,NA,NA,80.05,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,2011,422148,218223,203925,34.32504,41.52628,37.95345,NA,NA,NA,87.72,92.55629,90.13328,79.48668,68.93744,80.434,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.2,0.1,0.2,25
Ethiopia,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.027,NA,NA,0.5,1,0.2,0.1,0.2,22.2222222222222
Ethiopia,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.766,NA,NA,0.5,1,0.2,0.1,0.2,22.2222222222222
Ethiopia,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.1,0.2,0.1,0.2,22.2222222222222
Ethiopia,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.736,NA,NA,0.6,1.1,0.2,0.1,0.3,30
Ethiopia,Eastern Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.2,0.3,0.1,0.3,30
Ethiopia,Eastern Africa,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.2,0.3,0.1,0.3,27.2727272727273
Ethiopia,Eastern Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.3,0.3,0.1,0.3,27.2727272727273
Ethiopia,Eastern Africa,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.3,0.3,0.1,0.3,25
Ethiopia,Eastern Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.4,0.3,0.1,0.3,25
Ethiopia,Eastern Africa,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.5,0.4,0.1,0.4,30.7692307692308
Ethiopia,Eastern Africa,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.5,0.4,0.2,0.4,28.5714285714286
Ethiopia,Eastern Africa,1982,NA,NA,NA,11.18258,22.96655,17.07003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.6,0.4,0.2,0.4,28.5714285714286
Ethiopia,Eastern Africa,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.7,0.5,0.2,0.5,33.3333333333333
Ethiopia,Eastern Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.237,NA,NA,0.9,1.7,0.5,0.2,0.5,31.25
Ethiopia,Eastern Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.8,0.6,0.2,0.5,31.25
Ethiopia,Eastern Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.231,NA,NA,1,1.9,0.6,0.2,0.6,35.2941176470588
Ethiopia,Eastern Africa,1987,4609306,2478619,2130687,19.17042,30.60956,24.91222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.6,0.2,0.6,33.3333333333333
Ethiopia,Eastern Africa,1988,4708371,2542856,2165515,18.53255,30.34866,24.45848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.1,0.7,0.3,0.7,36.8421052631579
Ethiopia,Eastern Africa,1989,4951618,2644051,2307567,18.08963,28.59519,23.35449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.1,0.7,0.3,0.7,35
Ethiopia,Eastern Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.2,0.8,0.3,0.8,40
Ethiopia,Eastern Africa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.433,NA,NA,1.2,2.3,0.8,0.3,0.8,38.0952380952381
Ethiopia,Eastern Africa,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.771,NA,NA,1.2,2.4,0.9,0.3,0.9,40.9090909090909
